GAME_ID,HOME_TEAM,AWAY_TEAM,HOME_WIN,HOME_W_PCT,HOME_FGM_RANK,HOME_FG3M_RANK,HOME_PLUS_MINUS_RANK,HOME_REB_RANK,HOME_AST_RANK,HOME_TOV_RANK,HOME_STL_RANK,HOME_BLK_RANK,HOME_PF_RANK,HOME_PTS_RANK,HOME_DivisionRank,HOME_HOME_WINS,HOME_ROAD_WINS,HOME_CurrentHomeStreak,HOME_CurrentRoadStreak,HOME_CurrentStreak,HOME_HighValueInjured,AWAY_W_PCT,AWAY_FGM_RANK,AWAY_FG3M_RANK,AWAY_PLUS_MINUS_RANK,AWAY_REB_RANK,AWAY_AST_RANK,AWAY_TOV_RANK,AWAY_STL_RANK,AWAY_BLK_RANK,AWAY_PF_RANK,AWAY_PTS_RANK,AWAY_DivisionRank,AWAY_HOME_WINS,AWAY_ROAD_WINS,AWAY_CurrentHomeStreak,AWAY_CurrentRoadStreak,AWAY_CurrentStreak,AWAY_HighValueInjured
22401066,SAC,POR,True,0.488,9,23,16,16,13,6,25,25,17,10,4,20,20,1,3,1,0,0.439,23,19,22,12,27,29,11,8,21,22,4,22,14,1,-2,1,0
22401062,MIA,ATL,True,0.451,24,12,15,21,14,8,15,30,1,24,3,19,17,-1,1,-1,0,0.488,6,14,18,14,2,26,2,12,22,5,2,21,19,2,2,3,0
22401060,ORL,DAL,False,0.5,29,30,17,27,30,16,6,1,26,28,1,22,19,2,-1,-1,0,0.476,13,26,19,23,22,13,21,7,8,15,3,22,17,1,-3,-1,0
22401053,PHI,WAS,False,0.293,26,21,25,30,29,9,5,23,19,26,5,12,12,-8,1,-2,0,0.22,27,17,30,18,25,27,23,11,24,27,5,8,10,-2,1,1,0
22401057,DEN,MIL,True,0.61,1,28,9,4,1,17,17,15,6,3,2,26,24,1,2,3,0,0.585,12,8,11,22,21,7,27,19,9,11,3,27,20,4,4,8,0
22401058,PHX,BOS,False,0.439,18,7,23,25,10,15,28,16,10,18,5,24,12,1,-8,-1,1,0.744,16,1,3,8,16,2,29,5,2,8,1,28,33,4,-1,2,1
22401054,BKN,TOR,False,0.317,30,13,26,29,24,23,20,26,28,29,4,12,14,-2,-1,-3,0,0.366,15,29,24,10,7,24,16,28,30,23,3,18,12,1,-2,-2,0
22401056,NYK,LAC,False,0.622,7,24,8,24,11,5,13,29,4,9,2,27,24,-2,1,1,0,0.61,17,25,6,17,23,22,3,20,14,20,2,30,20,5,3,8,0
22401055,IND,LAL,False,0.61,5,16,12,28,3,3,9,6,15,7,2,29,20,-1,2,1,0,0.61,20,15,14,26,18,12,22,22,5,19,1,31,19,2,-1,-1,0
22401049,HOU,ATL,True,0.634,11,22,7,1,28,11,10,13,20,13,1,29,23,-1,-2,-3,1,0.488,6,14,18,14,2,26,2,12,22,5,2,21,19,2,2,3,0
22401050,UTA,MEM,False,0.207,25,10,28,5,20,30,30,24,18,21,5,10,7,-1,-21,-2,0,0.585,2,11,5,2,8,28,7,3,29,2,2,26,22,1,-1,1,0
22401045,CHA,ORL,False,0.232,28,18,27,9,26,25,26,21,16,30,4,12,7,-3,-9,-7,1,0.5,29,30,17,27,30,16,6,1,26,28,1,22,19,2,-1,-1,0
22401051,POR,CLE,False,0.439,23,19,22,12,27,29,11,8,21,22,4,22,14,1,-2,1,0,0.78,4,2,2,6,9,3,14,27,11,1,1,34,30,-1,1,-1,0
22401047,MIA,GSW,True,0.451,24,12,15,21,14,8,15,30,1,24,3,19,17,-1,1,-1,0,0.585,21,4,10,7,4,14,4,17,23,17,3,24,24,-3,6,-1,0
22401052,SAC,OKC,False,0.488,9,23,16,16,13,6,25,25,17,10,4,20,20,1,3,1,0,0.829,3,6,1,11,12,1,1,2,25,4,1,35,32,1,3,4,1
22401048,NYK,DAL,True,0.622,7,24,8,24,11,5,13,29,4,9,2,27,24,-2,1,1,0,0.476,13,26,19,23,22,13,21,7,8,15,3,22,17,1,-3,-1,0
22401046,DET,SAS,True,0.537,10,20,13,13,15,21,19,9,27,12,4,22,22,-1,-1,-2,0,0.415,14,9,21,19,6,10,12,4,3,16,4,20,13,1,-1,1,1
22401037,IND,MIN,True,0.61,5,16,12,28,3,3,9,6,15,7,2,29,20,-1,2,1,0,0.598,19,5,4,15,17,18,18,14,12,13,3,25,24,5,1,3,0
22401041,NOP,PHI,True,0.256,22,27,29,20,19,19,8,10,13,25,5,14,7,-3,-6,-7,0,0.293,26,21,25,30,29,9,5,23,19,26,5,12,12,-8,1,-2,0
22401039,WAS,TOR,False,0.22,27,17,30,18,25,27,23,11,24,27,5,8,10,-2,1,1,0,0.366,15,29,24,10,7,24,16,28,30,23,3,18,12,1,-2,-2,0
22401040,BKN,DAL,False,0.317,30,13,26,29,24,23,20,26,28,29,4,12,14,-2,-1,-3,0,0.476,13,26,19,23,22,13,21,7,8,15,3,22,17,1,-3,-1,0
22401042,DEN,CHI,False,0.61,1,28,9,4,1,17,17,15,6,3,2,26,24,1,2,3,0,0.476,8,3,20,3,5,20,24,18,6,6,5,18,21,4,1,3,0
22401044,SAC,BOS,False,0.488,9,23,16,16,13,6,25,25,17,10,4,20,20,1,3,1,0,0.744,16,1,3,8,16,2,29,5,2,8,1,28,33,4,-1,2,1
22401043,PHX,MIL,True,0.439,18,7,23,25,10,15,28,16,10,18,5,24,12,1,-8,-1,1,0.585,12,8,11,22,21,7,27,19,9,11,3,27,20,4,4,8,0
22401038,ORL,LAL,True,0.5,29,30,17,27,30,16,6,1,26,28,1,22,19,2,-1,-1,0,0.61,20,15,14,26,18,12,22,22,5,19,1,31,19,2,-1,-1,0
22401030,UTA,CLE,False,0.207,25,10,28,5,20,30,30,24,18,21,5,10,7,-1,-21,-2,0,0.78,4,2,2,6,9,3,14,27,11,1,1,34,30,-1,1,-1,0
22401036,LAC,OKC,False,0.61,17,25,6,17,23,22,3,20,14,20,2,30,20,5,3,8,0,0.829,3,6,1,11,12,1,1,2,25,4,1,35,32,1,3,4,1
22401035,HOU,DEN,False,0.634,11,22,7,1,28,11,10,13,20,13,1,29,23,-1,-2,-3,1,0.61,1,28,9,4,1,17,17,15,6,3,2,26,24,1,2,3,0
22401034,POR,BOS,False,0.439,23,19,22,12,27,29,11,8,21,22,4,22,14,1,-2,1,0,0.744,16,1,3,8,16,2,29,5,2,8,1,28,33,4,-1,2,1
22401032,MIA,CHA,True,0.451,24,12,15,21,14,8,15,30,1,24,3,19,17,-1,1,-1,0,0.232,28,18,27,9,26,25,26,21,16,30,4,12,7,-3,-9,-7,1
22401033,TOR,SAS,False,0.366,15,29,24,10,7,24,16,28,30,23,3,18,12,1,-2,-2,0,0.415,14,9,21,19,6,10,12,4,3,16,4,20,13,1,-1,1,1
22401031,ATL,PHI,True,0.488,6,14,18,14,2,26,2,12,22,5,2,21,19,2,2,3,0,0.293,26,21,25,30,29,9,5,23,19,26,5,12,12,-8,1,-2,0
22401029,DET,NOP,True,0.537,10,20,13,13,15,21,19,9,27,12,4,22,22,-1,-1,-2,0,0.256,22,27,29,20,19,19,8,10,13,25,5,14,7,-3,-6,-7,0
22401025,ATL,GSW,True,0.488,6,14,18,14,2,26,2,12,22,5,2,21,19,2,2,3,0,0.585,21,4,10,7,4,14,4,17,23,17,3,24,24,-3,6,-1,0
22401024,IND,BKN,True,0.61,5,16,12,28,3,3,9,6,15,7,2,29,20,-1,2,1,0,0.317,30,13,26,29,24,23,20,26,28,29,4,12,14,-2,-1,-3,0
22401028,LAL,CHI,False,0.61,20,15,14,26,18,12,22,22,5,19,1,31,19,2,-1,-1,0,0.476,8,3,20,3,5,20,24,18,6,6,5,18,21,4,1,3,0
22401026,NYK,WAS,True,0.622,7,24,8,24,11,5,13,29,4,9,2,27,24,-2,1,1,0,0.22,27,17,30,18,25,27,23,11,24,27,5,8,10,-2,1,1,0
22401027,SAC,MIL,False,0.488,9,23,16,16,13,6,25,25,17,10,4,20,20,1,3,1,0,0.585,12,8,11,22,21,7,27,19,9,11,3,27,20,4,4,8,0
22401023,LAC,MEM,True,0.61,17,25,6,17,23,22,3,20,14,20,2,30,20,5,3,8,0,0.585,2,11,5,2,8,28,7,3,29,2,2,26,22,1,-1,1,0
22401019,DAL,DET,True,0.476,13,26,19,23,22,13,21,7,8,15,3,22,17,1,-3,-1,0,0.537,10,20,13,13,15,21,19,9,27,12,4,22,22,-1,-1,-2,0
22401018,SAS,PHI,True,0.415,14,9,21,19,6,10,12,4,3,16,4,20,13,1,-1,1,1,0.293,26,21,25,30,29,9,5,23,19,26,5,12,12,-8,1,-2,0
22401022,POR,DEN,True,0.439,23,19,22,12,27,29,11,8,21,22,4,22,14,1,-2,1,0,0.61,1,28,9,4,1,17,17,15,6,3,2,26,24,1,2,3,0
22401017,OKC,CHA,True,0.829,3,6,1,11,12,1,1,2,25,4,1,35,32,1,3,4,1,0.232,28,18,27,9,26,25,26,21,16,30,4,12,7,-3,-9,-7,1
22401021,PHX,CLE,True,0.439,18,7,23,25,10,15,28,16,10,18,5,24,12,1,-8,-1,1,0.78,4,2,2,6,9,3,14,27,11,1,1,34,30,-1,1,-1,0
22401014,WAS,ORL,False,0.22,27,17,30,18,25,27,23,11,24,27,5,8,10,-2,1,1,0,0.5,29,30,17,27,30,16,6,1,26,28,1,22,19,2,-1,-1,0
22401015,MIA,HOU,False,0.451,24,12,15,21,14,8,15,30,1,24,3,19,17,-1,1,-1,0,0.634,11,22,7,1,28,11,10,13,20,13,1,29,23,-1,-2,-3,1
22401020,UTA,BOS,False,0.207,25,10,28,5,20,30,30,24,18,21,5,10,7,-1,-21,-2,0,0.744,16,1,3,8,16,2,29,5,2,8,1,28,33,4,-1,2,1
22401016,MIN,NOP,True,0.598,19,5,4,15,17,18,18,14,12,13,3,25,24,5,1,3,0,0.256,22,27,29,20,19,19,8,10,13,25,5,14,7,-3,-6,-7,0
22401013,SAC,CHI,False,0.488,9,23,16,16,13,6,25,25,17,10,4,20,20,1,3,1,0,0.476,8,3,20,3,5,20,24,18,6,6,5,18,21,4,1,3,0
22401010,CHA,NYK,True,0.232,28,18,27,9,26,25,26,21,16,30,4,12,7,-3,-9,-7,1,0.622,7,24,8,24,11,5,13,29,4,9,2,27,24,-2,1,1,0
22401011,IND,BKN,True,0.61,5,16,12,28,3,3,9,6,15,7,2,29,20,-1,2,1,0,0.317,30,13,26,29,24,23,20,26,28,29,4,12,14,-2,-1,-3,0
22401005,GSW,TOR,True,0.585,21,4,10,7,4,14,4,17,23,17,3,24,24,-3,6,-1,0,0.366,15,29,24,10,7,24,16,28,30,23,3,18,12,1,-2,-2,0
22400996,LAL,MIL,False,0.61,20,15,14,26,18,12,22,22,5,19,1,31,19,2,-1,-1,0,0.585,12,8,11,22,21,7,27,19,9,11,3,27,20,4,4,8,0
22400627,UTA,WAS,True,0.207,25,10,28,5,20,30,30,24,18,21,5,10,7,-1,-21,-2,0,0.22,27,17,30,18,25,27,23,11,24,27,5,8,10,-2,1,1,0
22401002,OKC,PHI,True,0.829,3,6,1,11,12,1,1,2,25,4,1,35,32,1,3,4,1,0.293,26,21,25,30,29,9,5,23,19,26,5,12,12,-8,1,-2,0
22401003,SAS,NYK,True,0.415,14,9,21,19,6,10,12,4,3,16,4,20,13,1,-1,1,1,0.622,7,24,8,24,11,5,13,29,4,9,2,27,24,-2,1,1,0
22401007,PHX,CHI,True,0.439,18,7,23,25,10,15,28,16,10,18,5,24,12,1,-8,-1,1,0.476,8,3,20,3,5,20,24,18,6,6,5,18,21,4,1,3,0
22400999,ORL,HOU,False,0.5,29,30,17,27,30,16,6,1,26,28,1,22,19,2,-1,-1,0,0.634,11,22,7,1,28,11,10,13,20,13,1,29,23,-1,-2,-3,1
22401006,LAL,DEN,True,0.61,20,15,14,26,18,12,22,22,5,19,1,31,19,2,-1,-1,0,0.61,1,28,9,4,1,17,17,15,6,3,2,26,24,1,2,3,0
22400998,IND,DAL,True,0.61,5,16,12,28,3,3,9,6,15,7,2,29,20,-1,2,1,0,0.476,13,26,19,23,22,13,21,7,8,15,3,22,17,1,-3,-1,0
22401001,MIN,NOP,False,0.598,19,5,4,15,17,18,18,14,12,13,3,25,24,5,1,3,0,0.256,22,27,29,20,19,19,8,10,13,25,5,14,7,-3,-6,-7,0
22401009,SAC,CLE,True,0.488,9,23,16,16,13,6,25,25,17,10,4,20,20,1,3,1,0,0.78,4,2,2,6,9,3,14,27,11,1,1,34,30,-1,1,-1,0
22401000,MIA,DET,False,0.451,24,12,15,21,14,8,15,30,1,24,3,19,17,-1,1,-1,0,0.537,10,20,13,13,15,21,19,9,27,12,4,22,22,-1,-1,-2,0
22401008,POR,MEM,True,0.439,23,19,22,12,27,29,11,8,21,22,4,22,14,1,-2,1,0,0.585,2,11,5,2,8,28,7,3,29,2,2,26,22,1,-1,1,0
22400994,BOS,BKN,True,0.744,16,1,3,8,16,2,29,5,2,8,1,28,33,4,-1,2,1,0.317,30,13,26,29,24,23,20,26,28,29,4,12,14,-2,-1,-3,0
22400993,CHA,ATL,False,0.232,28,18,27,9,26,25,26,21,16,30,4,12,7,-3,-9,-7,1,0.488,6,14,18,14,2,26,2,12,22,5,2,21,19,2,2,3,0
22400997,LAC,CLE,True,0.61,17,25,6,17,23,22,3,20,14,20,2,30,20,5,3,8,0,0.78,4,2,2,6,9,3,14,27,11,1,1,34,30,-1,1,-1,0
22401012,GSW,MIL,True,0.585,21,4,10,7,4,14,4,17,23,17,3,24,24,-3,6,-1,0,0.585,12,8,11,22,21,7,27,19,9,11,3,27,20,4,4,8,0
22400987,NOP,DET,False,0.256,22,27,29,20,19,19,8,10,13,25,5,14,7,-3,-6,-7,0,0.537,10,20,13,13,15,21,19,9,27,12,4,22,22,-1,-1,-2,0
22400986,MIN,IND,False,0.598,19,5,4,15,17,18,18,14,12,13,3,25,24,5,1,3,0,0.61,5,16,12,28,3,3,9,6,15,7,2,29,20,-1,2,1,0
22400984,NYK,MIA,True,0.622,7,24,8,24,11,5,13,29,4,9,2,27,24,-2,1,1,0,0.451,24,12,15,21,14,8,15,30,1,24,3,19,17,-1,1,-1,0
22400989,UTA,CHI,False,0.207,25,10,28,5,20,30,30,24,18,21,5,10,7,-1,-21,-2,0,0.476,8,3,20,3,5,20,24,18,6,6,5,18,21,4,1,3,0
22400990,GSW,DEN,False,0.585,21,4,10,7,4,14,4,17,23,17,3,24,24,-3,6,-1,0,0.61,1,28,9,4,1,17,17,15,6,3,2,26,24,1,2,3,0
22400991,PHX,TOR,True,0.439,18,7,23,25,10,15,28,16,10,18,5,24,12,1,-8,-1,1,0.366,15,29,24,10,7,24,16,28,30,23,3,18,12,1,-2,-2,0
22400537,LAL,SAS,True,0.61,20,15,14,26,18,12,22,22,5,19,1,31,19,2,-1,-1,0,0.415,14,9,21,19,6,10,12,4,3,16,4,20,13,1,-1,1,1
22400985,HOU,PHI,True,0.634,11,22,7,1,28,11,10,13,20,13,1,29,23,-1,-2,-3,1,0.293,26,21,25,30,29,9,5,23,19,26,5,12,12,-8,1,-2,0
22400992,SAC,MEM,True,0.488,9,23,16,16,13,6,25,25,17,10,4,20,20,1,3,1,0,0.585,2,11,5,2,8,28,7,3,29,2,2,26,22,1,-1,1,0
22400995,POR,WAS,True,0.439,23,19,22,12,27,29,11,8,21,22,4,22,14,1,-2,1,0,0.22,27,17,30,18,25,27,23,11,24,27,5,8,10,-2,1,1,0
22400979,CLE,ORL,False,0.78,4,2,2,6,9,3,14,27,11,1,1,34,30,-1,1,-1,0,0.5,29,30,17,27,30,16,6,1,26,28,1,22,19,2,-1,-1,0
22400982,MIL,OKC,False,0.585,12,8,11,22,21,7,27,19,9,11,3,27,20,4,4,8,0,0.829,3,6,1,11,12,1,1,2,25,4,1,35,32,1,3,4,1
22400978,BKN,ATL,True,0.317,30,13,26,29,24,23,20,26,28,29,4,12,14,-2,-1,-3,0,0.488,6,14,18,14,2,26,2,12,22,5,2,21,19,2,2,3,0
22400538,LAC,CHA,True,0.61,17,25,6,17,23,22,3,20,14,20,2,30,20,5,3,8,0,0.232,28,18,27,9,26,25,26,21,16,30,4,12,7,-3,-9,-7,1
22400980,POR,TOR,True,0.439,23,19,22,12,27,29,11,8,21,22,4,22,14,1,-2,1,0,0.366,15,29,24,10,7,24,16,28,30,23,3,18,12,1,-2,-2,0
22400977,LAL,PHX,True,0.61,20,15,14,26,18,12,22,22,5,19,1,31,19,2,-1,-1,0,0.439,18,7,23,25,10,15,28,16,10,18,5,24,12,1,-8,-1,1
22400976,DAL,PHI,False,0.476,13,26,19,23,22,13,21,7,8,15,3,22,17,1,-3,-1,0,0.293,26,21,25,30,29,9,5,23,19,26,5,12,12,-8,1,-2,0
22400981,MIN,UTA,True,0.598,19,5,4,15,17,18,18,14,12,13,3,25,24,5,1,3,0,0.207,25,10,28,5,20,30,30,24,18,21,5,10,7,-1,-21,-2,0
22400968,BKN,BOS,False,0.317,30,13,26,29,24,23,20,26,28,29,4,12,14,-2,-1,-3,0,0.744,16,1,3,8,16,2,29,5,2,8,1,28,33,4,-1,2,1
22400969,DET,OKC,False,0.537,10,20,13,13,15,21,19,9,27,12,4,22,22,-1,-1,-2,0,0.829,3,6,1,11,12,1,1,2,25,4,1,35,32,1,3,4,1
22400971,MEM,MIA,True,0.585,2,11,5,2,8,28,7,3,29,2,2,26,22,1,-1,1,0,0.451,24,12,15,21,14,8,15,30,1,24,3,19,17,-1,1,-1,0
22400970,HOU,CHI,True,0.634,11,22,7,1,28,11,10,13,20,13,1,29,23,-1,-2,-3,1,0.476,8,3,20,3,5,20,24,18,6,6,5,18,21,4,1,3,0
22400973,SAS,NOP,True,0.415,14,9,21,19,6,10,12,4,3,16,4,20,13,1,-1,1,1,0.256,22,27,29,20,19,19,8,10,13,25,5,14,7,-3,-6,-7,0
22400974,GSW,NYK,True,0.585,21,4,10,7,4,14,4,17,23,17,3,24,24,-3,6,-1,0,0.622,7,24,8,24,11,5,13,29,4,9,2,27,24,-2,1,1,0
22400972,MIL,IND,True,0.585,12,8,11,22,21,7,27,19,9,11,3,27,20,4,4,8,0,0.61,5,16,12,28,3,3,9,6,15,7,2,29,20,-1,2,1,0
22400975,DEN,WAS,False,0.61,1,28,9,4,1,17,17,15,6,3,2,26,24,1,2,3,0,0.22,27,17,30,18,25,27,23,11,24,27,5,8,10,-2,1,1,0
22400959,PHI,IND,False,0.293,26,21,25,30,29,9,5,23,19,26,5,12,12,-8,1,-2,0,0.61,5,16,12,28,3,3,9,6,15,7,2,29,20,-1,2,1,0
22400964,SAS,CHA,False,0.415,14,9,21,19,6,10,12,4,3,16,4,20,13,1,-1,1,1,0.232,28,18,27,9,26,25,26,21,16,30,4,12,7,-3,-9,-7,1
22400966,UTA,TOR,False,0.207,25,10,28,5,20,30,30,24,18,21,5,10,7,-1,-21,-2,0,0.366,15,29,24,10,7,24,16,28,30,23,3,18,12,1,-2,-2,0
22400965,DEN,LAL,True,0.61,1,28,9,4,1,17,17,15,6,3,2,26,24,1,2,3,0,0.61,20,15,14,26,18,12,22,22,5,19,1,31,19,2,-1,-1,0
22400961,HOU,DAL,True,0.634,11,22,7,1,28,11,10,13,20,13,1,29,23,-1,-2,-3,1,0.476,13,26,19,23,22,13,21,7,8,15,3,22,17,1,-3,-1,0
22400967,PHX,SAC,True,0.439,18,7,23,25,10,15,28,16,10,18,5,24,12,1,-8,-1,1,0.488,9,23,16,16,13,6,25,25,17,10,4,20,20,1,3,1,0
22400960,ATL,LAC,False,0.488,6,14,18,14,2,26,2,12,22,5,2,21,19,2,2,3,0,0.61,17,25,6,17,23,22,3,20,14,20,2,30,20,5,3,8,0
22400962,MEM,CLE,False,0.585,2,11,5,2,8,28,7,3,29,2,2,26,22,1,-1,1,0,0.78,4,2,2,6,9,3,14,27,11,1,1,34,30,-1,1,-1,0
22400963,MIN,ORL,True,0.598,19,5,4,15,17,18,18,14,12,13,3,25,24,5,1,3,0,0.5,29,30,17,27,30,16,6,1,26,28,1,22,19,2,-1,-1,0
22400958,MIA,BOS,False,0.451,24,12,15,21,14,8,15,30,1,24,3,19,17,-1,1,-1,0,0.744,16,1,3,8,16,2,29,5,2,8,1,28,33,4,-1,2,1
22400956,CHI,BKN,True,0.476,8,3,20,3,5,20,24,18,6,6,5,18,21,4,1,3,0,0.317,30,13,26,29,24,23,20,26,28,29,4,12,14,-2,-1,-3,0
22400955,MIL,LAL,True,0.585,12,8,11,22,21,7,27,19,9,11,3,27,20,4,4,8,0,0.61,20,15,14,26,18,12,22,22,5,19,1,31,19,2,-1,-1,0
22401141,NOP,ORL,False,0.256,22,27,29,20,19,19,8,10,13,25,5,14,7,-3,-6,-7,0,0.5,29,30,17,27,30,16,6,1,26,28,1,22,19,2,-1,-1,0
22400954,DET,WAS,False,0.537,10,20,13,13,15,21,19,9,27,12,4,22,22,-1,-1,-2,0,0.22,27,17,30,18,25,27,23,11,24,27,5,8,10,-2,1,1,0
22400957,GSW,SAC,True,0.585,21,4,10,7,4,14,4,17,23,17,3,24,24,-3,6,-1,0,0.488,9,23,16,16,13,6,25,25,17,10,4,20,20,1,3,1,0
22400953,POR,NYK,False,0.439,23,19,22,12,27,29,11,8,21,22,4,22,14,1,-2,1,0,0.622,7,24,8,24,11,5,13,29,4,9,2,27,24,-2,1,1,0
22400952,DEN,MIN,False,0.61,1,28,9,4,1,17,17,15,6,3,2,26,24,1,2,3,0,0.598,19,5,4,15,17,18,18,14,12,13,3,25,24,5,1,3,0
22400945,ATL,CHA,True,0.488,6,14,18,14,2,26,2,12,22,5,2,21,19,2,2,3,0,0.232,28,18,27,9,26,25,26,21,16,30,4,12,7,-3,-9,-7,1
22400949,HOU,PHX,True,0.634,11,22,7,1,28,11,10,13,20,13,1,29,23,-1,-2,-3,1,0.439,18,7,23,25,10,15,28,16,10,18,5,24,12,1,-8,-1,1
22400951,SAS,DAL,True,0.415,14,9,21,19,6,10,12,4,3,16,4,20,13,1,-1,1,1,0.476,13,26,19,23,22,13,21,7,8,15,3,22,17,1,-3,-1,0
22400948,MIA,LAC,False,0.451,24,12,15,21,14,8,15,30,1,24,3,19,17,-1,1,-1,0,0.61,17,25,6,17,23,22,3,20,14,20,2,30,20,5,3,8,0
22400946,BOS,OKC,False,0.744,16,1,3,8,16,2,29,5,2,8,1,28,33,4,-1,2,1,0.829,3,6,1,11,12,1,1,2,25,4,1,35,32,1,3,4,1
22400947,TOR,PHI,True,0.366,15,29,24,10,7,24,16,28,30,23,3,18,12,1,-2,-2,0,0.293,26,21,25,30,29,9,5,23,19,26,5,12,12,-8,1,-2,0
22400950,MEM,UTA,True,0.585,2,11,5,2,8,28,7,3,29,2,2,26,22,1,-1,1,0,0.207,25,10,28,5,20,30,30,24,18,21,5,10,7,-1,-21,-2,0
22400941,DET,WAS,True,0.537,10,20,13,13,15,21,19,9,27,12,4,22,22,-1,-1,-2,0,0.22,27,17,30,18,25,27,23,11,24,27,5,8,10,-2,1,1,0
22400942,IND,MIL,True,0.61,5,16,12,28,3,3,9,6,15,7,2,29,20,-1,2,1,0,0.585,12,8,11,22,21,7,27,19,9,11,3,27,20,4,4,8,0
22400940,CLE,BKN,True,0.78,4,2,2,6,9,3,14,27,11,1,1,34,30,-1,1,-1,0,0.317,30,13,26,29,24,23,20,26,28,29,4,12,14,-2,-1,-3,0
22400943,NOP,LAC,True,0.256,22,27,29,20,19,19,8,10,13,25,5,14,7,-3,-6,-7,0,0.61,17,25,6,17,23,22,3,20,14,20,2,30,20,5,3,8,0
22400932,TOR,WAS,True,0.366,15,29,24,10,7,24,16,28,30,23,3,18,12,1,-2,-2,0,0.22,27,17,30,18,25,27,23,11,24,27,5,8,10,-2,1,1,0
22400928,ATL,PHI,True,0.488,6,14,18,14,2,26,2,12,22,5,2,21,19,2,2,3,0,0.293,26,21,25,30,29,9,5,23,19,26,5,12,12,-8,1,-2,0
22400939,SAC,NYK,False,0.488,9,23,16,16,13,6,25,25,17,10,4,20,20,1,3,1,0,0.622,7,24,8,24,11,5,13,29,4,9,2,27,24,-2,1,1,0
22400935,MEM,PHX,True,0.585,2,11,5,2,8,28,7,3,29,2,2,26,22,1,-1,1,0,0.439,18,7,23,25,10,15,28,16,10,18,5,24,12,1,-8,-1,1
22400934,HOU,ORL,True,0.634,11,22,7,1,28,11,10,13,20,13,1,29,23,-1,-2,-3,1,0.5,29,30,17,27,30,16,6,1,26,28,1,22,19,2,-1,-1,0
22400936,OKC,DEN,False,0.829,3,6,1,11,12,1,1,2,25,4,1,35,32,1,3,4,1,0.61,1,28,9,4,1,17,17,15,6,3,2,26,24,1,2,3,0
22400930,BKN,LAL,True,0.317,30,13,26,29,24,23,20,26,28,29,4,12,14,-2,-1,-3,0,0.61,20,15,14,26,18,12,22,22,5,19,1,31,19,2,-1,-1,0
22400937,SAS,DAL,False,0.415,14,9,21,19,6,10,12,4,3,16,4,20,13,1,-1,1,1,0.476,13,26,19,23,22,13,21,7,8,15,3,22,17,1,-3,-1,0
22400931,MIA,CHA,False,0.451,24,12,15,21,14,8,15,30,1,24,3,19,17,-1,1,-1,0,0.232,28,18,27,9,26,25,26,21,16,30,4,12,7,-3,-9,-7,1
22400929,BOS,UTA,True,0.744,16,1,3,8,16,2,29,5,2,8,1,28,33,4,-1,2,1,0.207,25,10,28,5,20,30,30,24,18,21,5,10,7,-1,-21,-2,0
22400938,GSW,POR,True,0.585,21,4,10,7,4,14,4,17,23,17,3,24,24,-3,6,-1,0,0.439,23,19,22,12,27,29,11,8,21,22,4,22,14,1,-2,1,0
22400933,CHI,IND,True,0.476,8,3,20,3,5,20,24,18,6,6,5,18,21,4,1,3,0,0.61,5,16,12,28,3,3,9,6,15,7,2,29,20,-1,2,1,0
22400927,LAC,SAC,True,0.61,17,25,6,17,23,22,3,20,14,20,2,30,20,5,3,8,0,0.488,9,23,16,16,13,6,25,25,17,10,4,20,20,1,3,1,0
22400921,DAL,PHX,False,0.476,13,26,19,23,22,13,21,7,8,15,3,22,17,1,-3,-1,0,0.439,18,7,23,25,10,15,28,16,10,18,5,24,12,1,-8,-1,1
22400925,MIN,SAS,True,0.598,19,5,4,15,17,18,18,14,12,13,3,25,24,5,1,3,0,0.415,14,9,21,19,6,10,12,4,3,16,4,20,13,1,-1,1,1
22400922,MIL,CLE,False,0.585,12,8,11,22,21,7,27,19,9,11,3,27,20,4,4,8,0,0.78,4,2,2,6,9,3,14,27,11,1,1,34,30,-1,1,-1,0
22400923,NOP,MEM,False,0.256,22,27,29,20,19,19,8,10,13,25,5,14,7,-3,-6,-7,0,0.585,2,11,5,2,8,28,7,3,29,2,2,26,22,1,-1,1,0
22400926,POR,DET,False,0.439,23,19,22,12,27,29,11,8,21,22,4,22,14,1,-2,1,0,0.537,10,20,13,13,15,21,19,9,27,12,4,22,22,-1,-1,-2,0
22400924,PHI,UTA,True,0.293,26,21,25,30,29,9,5,23,19,26,5,12,12,-8,1,-2,0,0.207,25,10,28,5,20,30,30,24,18,21,5,10,7,-1,-21,-2,0
22400920,OKC,DEN,True,0.829,3,6,1,11,12,1,1,2,25,4,1,35,32,1,3,4,1,0.61,1,28,9,4,1,17,17,15,6,3,2,26,24,1,2,3,0
22400916,MIA,CHI,False,0.451,24,12,15,21,14,8,15,30,1,24,3,19,17,-1,1,-1,0,0.476,8,3,20,3,5,20,24,18,6,6,5,18,21,4,1,3,0
22400913,HOU,NOP,True,0.634,11,22,7,1,28,11,10,13,20,13,1,29,23,-1,-2,-3,1,0.256,22,27,29,20,19,19,8,10,13,25,5,14,7,-3,-6,-7,0
22400918,BOS,LAL,True,0.744,16,1,3,8,16,2,29,5,2,8,1,28,33,4,-1,2,1,0.61,20,15,14,26,18,12,22,22,5,19,1,31,19,2,-1,-1,0
