GAME_ID,HOME_TEAM,AWAY_TEAM,HOME_WIN
0022400676,MEM,HOU,True
0022400675,CLE,ATL,True
0022400668,NYK,DEN,True
0022400671,SAS,LAC,False
0022400664,IND,DET,True
0022400663,CHA,BKN,False
0022400667,MIA,CLE,False
0022400666,BOS,CHI,True
0022400670,NOP,DAL,False
0022400665,WAS,TOR,False
0022400669,PHI,SAC,True
0022400673,GSW,OKC,True
0022400672,PHX,MIN,False
0022400660,PHI,LAL,True
0022400661,GSW,UTA,True
0022400662,POR,MIL,True
0022400532,ATL,HOU,False
0022400652,MIA,ORL,True
0022400657,DAL,WAS,True
0022400659,PHX,LAC,True
0022400653,NYK,MEM,True
0022400658,UTA,MIL,False
0022400656,MIN,ATL,True
0022400654,TOR,NOP,True
0022400649,CLE,DET,True
0022400651,BKN,SAC,False
0022400650,BOS,HOU,False
0022400648,CHA,LAL,False
0022400655,CHI,DEN,True
0022400647,POR,OKC,False
0022400644,GSW,LAL,False
0022400635,DAL,BOS,False
0022400639,ATL,TOR,False
0022400634,MIN,DEN,True
0022400640,CLE,HOU,False
0022400636,BKN,MIA,False
0022400637,CHA,NOP,True
0022400641,NYK,SAC,True
0022400642,CHI,PHI,False
0022400645,PHX,WAS,True
0022400633,SAS,IND,False
0022400646,LAC,MIL,True
0022400638,ORL,DET,True
0022400643,MEM,UTA,True
0022400630,CHA,POR,False
0022400632,MEM,NOP,True
0022400631,PHI,CLE,True
0022400628,GSW,CHI,True
0022400622,ORL,POR,False
0022400626,DEN,SAC,True
0022400621,IND,SAS,False
0022400983,LAC,WAS,True
0022400624,MIL,MIA,True
0022400629,LAL,BOS,True
0022400623,ATL,TOR,False
0022400625,OKC,DAL,False
0022400620,LAC,BOS,False
0022400619,SAC,GSW,True
0022400616,MEM,CHA,True
0022400618,OKC,UTA,True
0022400613,BKN,PHX,False
0022400615,HOU,CLE,True
0022400612,ATL,DET,False
0022400614,DAL,MIN,False
0022400607,MIA,POR,False
0022400609,DEN,PHI,True
0022400610,LAL,WAS,True
0022400606,BKN,NYK,False
0022400608,TOR,ORL,True
0022400604,GSW,BOS,False
0022400599,CHA,DAL,True
0022400603,CLE,PHX,True
0022400600,HOU,DET,False
0022400602,NYK,ATL,True
0022400605,NOP,UTA,True
0022400601,MEM,MIN,True
0022400611,LAC,CHI,False
0022400597,POR,CHI,True
0022400598,SAC,WAS,True
0022400595,OKC,BKN,True
0022400593,ORL,DEN,False
0022400596,LAC,LAL,True
0022400592,MIA,SAS,True
0022400594,MIL,PHI,True
0022400586,DET,PHX,False
0022400587,BOS,ATL,False
0022400589,GSW,WAS,True
0022400588,IND,PHI,True
0022400591,POR,HOU,False
0022400590,MIN,CLE,False
